2,0,31,0,2,110,2
2,1,28,0,0,33,2
2,0,42,0,0,36,2
1,1,62,0,0,138,2
1,1,29,0,0,72,2
1,0,36,0,0,83,2
2,1,53,0,0,41,2
2,1,34,0,0,43,2
2,0,27,1,0,66,2
2,1,36,1,0,106,2
2,0,25,0,0,54,2
1,1,46,1,0,123,2
2,1,67,0,0,30,2
1,1,7,1,1,114,2
2,1,27,0,0,31,2
2,0,39,3,1,134,2
2,1,39,0,0,40,2
2,1,39,0,0,8,1
0,0,45,1,0,225,1
1,1,39,0,0,0,2
2,1,59,0,0,41,2
2,0,39,0,0,43,2
1,0,46,1,1,161,2
1,0,23,0,2,85,2
1,1,40,0,0,85,2
2,0,14,0,2,133,2
2,1,39,0,0,40,0
2,1,27,0,0,27,1
2,1,38,0,0,37,2
2,0,36,1,1,93,2
2,1,23,1,1,119,2
2,1,39,0,0,18,2
1,0,36,1,0,138,2
1,0,24,0,0,138,2
2,1,39,0,0,30,1
2,1,43,0,0,43,2
0,1,36,0,0,143,2
2,0,39,1,0,109,2
1,0,57,1,0,138,2
2,1,22,0,0,14,2
0,1,66,1,0,192,2
0,0,18,1,2,232,2
2,0,27,2,2,165,2
1,0,31,2,3,114,2
0,1,81,1,4,246,2
1,1,42,0,0,72,2
1,0,60,1,1,139,2
2,1,25,0,0,64,2
2,1,33,1,0,31,2
1,0,36,0,0,85,2
2,1,39,0,0,44,2
0,1,8,0,2,219,2
1,0,17,0,1,117,2
0,1,46,0,0,143,2
2,0,9,2,1,116,0
0,1,68,0,0,155,2
1,1,49,1,2,146,2
2,1,39,1,0,118,2
0,1,40,0,0,146,0
0,1,65,1,0,224,0
2,1,39,0,0,43,2
2,1,38,0,0,40,0
0,1,82,0,0,143,2
0,0,39,1,0,186,2
1,0,66,0,0,72,2
2,1,39,0,0,30,1
0,1,64,0,0,143,2
2,1,46,0,0,43,2
0,1,63,0,0,171,2
1,1,64,0,0,85,2
2,1,39,0,0,43,2
2,1,52,0,0,12,2
1,1,39,0,0,0,2
0,1,73,0,0,143,2
2,1,39,0,0,25,1
2,0,2,2,1,116,0
2,1,39,0,0,18,2
2,1,52,0,0,54,2
1,0,45,1,2,146,2
1,0,29,0,0,88,0
2,0,28,0,0,67,2
0,1,39,0,0,187,2
1,1,46,1,0,123,2
2,1,38,1,0,11,2
2,1,28,0,0,21,2
2,0,6,0,1,79,2
2,1,13,5,2,179,2
1,1,39,0,0,0,2
2,1,66,0,0,43,2
2,0,80,0,0,65,2
0,1,33,1,0,226,0
2,0,39,3,1,134,2
0,0,48,1,0,225,2
0,1,75,0,0,152,0
2,1,40,0,0,43,2
2,1,13,1,1,107,2
2,1,39,1,0,118,2
2,1,27,0,0,18,2
0,1,71,0,0,155,2
0,1,86,0,0,182,0
2,1,27,0,0,43,2
2,1,39,0,0,95,0
0,0,70,1,0,214,0
2,1,39,0,0,100,2
0,0,33,1,2,237,2
2,1,31,0,0,33,2
2,1,22,0,0,54,2
2,0,27,0,0,30,1
2,0,39,0,0,23,1
2,0,51,0,0,65,2
0,0,21,0,0,223,2
0,1,23,1,0,229,0
1,0,45,0,2,138,2
0,1,39,0,0,143,2
2,1,36,0,0,128,2
2,1,34,0,0,193,2
2,1,38,0,0,30,1
2,1,39,0,0,43,2
0,1,49,0,0,141,2
0,0,70,1,0,197,0
2,1,31,0,0,20,2
0,1,63,0,0,164,2
1,0,46,0,0,72,2
2,1,39,0,0,133,1
1,0,49,1,0,138,2
2,1,43,0,0,40,2
0,0,40,0,0,227,2
2,1,28,0,0,40,2
2,1,39,0,0,16,0
0,0,59,0,1,196,0
2,1,39,0,0,17,0
2,1,55,0,0,30,1
1,0,66,0,0,72,2
0,1,39,0,0,242,2
2,1,53,0,0,41,2
1,1,29,2,1,76,2
1,0,6,1,1,138,2
2,1,39,0,0,17,0
2,1,22,1,1,17,0
2,0,39,0,2,127,0
2,0,40,0,0,54,2
1,0,11,0,2,139,2
0,1,60,0,0,143,2
0,0,40,0,0,228,0
2,1,39,0,0,96,2
0,0,28,0,2,181,0
0,0,49,0,2,206,2
2,0,13,4,2,158,2
2,0,15,4,2,158,2
1,1,43,1,0,138,2
0,1,66,1,0,228,0
0,1,81,0,0,138,2
1,0,24,1,0,138,2
1,1,39,0,0,90,0
2,1,45,1,1,121,2
1,1,12,1,1,169,2
0,1,22,0,2,230,0
1,1,35,0,0,138,2
2,1,39,0,0,35,1
2,1,28,0,0,16,0
2,0,28,0,0,31,2
0,1,79,0,0,143,2
0,0,64,1,0,174,0
0,1,39,0,0,243,0
0,0,53,1,1,217,2
2,0,49,1,0,111,2
2,1,39,0,0,30,1
2,1,54,0,0,40,2
1,1,36,0,0,87,2
2,1,39,0,0,43,2
2,0,39,0,0,43,2
2,1,31,2,0,133,2
2,1,24,0,0,40,2
2,0,38,0,4,124,2
2,1,39,0,0,17,0
2,1,43,0,0,36,2
1,1,79,0,0,72,2
0,0,69,2,0,185,2
0,1,49,0,0,142,2
2,0,39,0,0,30,1
2,1,21,0,0,43,2
2,1,24,0,0,96,2
1,0,46,0,0,85,2
0,0,53,1,0,192,2
2,0,39,1,0,95,0
2,1,43,0,0,41,2
1,0,33,1,1,153,2
0,0,53,1,1,230,0
1,1,70,0,0,138,2
0,1,49,0,0,176,0
2,1,39,0,0,56,0
0,0,23,0,2,217,2
1,1,63,0,0,97,2
0,1,77,1,1,216,0
2,1,28,0,0,43,2
2,1,39,0,0,43,2
2,1,48,0,0,14,2
0,0,68,1,0,214,0
2,1,63,0,0,18,2
2,0,39,0,2,30,1
1,1,51,1,0,138,2
2,1,49,1,1,133,2
1,0,39,0,0,162,2
2,1,65,0,0,0,2
2,1,39,0,0,16,0
0,1,65,1,0,194,0
1,0,31,2,1,144,2
2,1,39,0,0,40,2
0,1,39,0,0,178,2
2,1,59,0,0,43,2
0,1,48,0,0,143,0
2,1,49,1,0,103,2
2,1,40,0,0,40,2
0,1,35,0,0,155,2
1,0,28,1,2,177,0
0,0,54,0,0,238,2
2,0,53,1,5,158,2
2,1,39,0,0,12,2
2,0,39,1,0,102,1
2,1,39,0,0,30,1
2,1,48,0,0,43,2
1,0,31,1,2,202,2
2,1,46,1,1,93,2
2,0,34,1,0,109,2
1,0,8,2,1,172,2
1,1,34,0,0,72,2
2,1,35,1,0,94,0
0,1,57,1,0,188,2
2,1,25,1,1,104,0
2,1,27,0,0,36,2
2,1,27,0,0,109,2
0,1,78,0,0,160,2
1,1,74,0,0,80,1
0,0,27,0,0,213,2
2,1,34,0,0,40,2
2,1,39,0,0,27,1
0,1,88,0,0,153,2
2,1,67,0,0,13,2
0,1,43,0,0,155,0
0,1,39,0,0,0,2
2,0,13,3,2,147,2
1,0,36,0,0,85,2
2,1,43,0,0,41,2
1,1,42,1,1,139,2
2,0,56,0,5,175,2
2,1,39,1,0,109,2
2,1,25,0,0,36,2
0,0,31,0,0,204,0
2,0,6,3,2,147,2
2,1,39,0,0,193,2
2,0,2,2,1,116,0
0,1,64,1,0,211,0
2,1,24,0,0,40,2
0,1,73,0,0,168,0
2,1,39,0,0,22,2
2,0,29,0,0,22,2
2,1,39,0,0,40,2
1,0,23,0,1,129,2
2,1,27,0,0,50,2
2,0,39,0,0,35,1
2,0,23,0,0,7,1
1,1,31,2,0,208,2
2,1,39,0,0,40,2
2,0,43,1,1,102,1
1,1,29,0,0,85,2
0,1,75,0,2,231,0
0,1,66,2,0,233,2
2,1,54,0,0,16,0
0,1,63,0,0,135,2
2,1,49,0,0,20,2
2,1,25,1,0,41,2
1,1,43,2,0,208,2
1,1,33,0,0,85,2
2,1,39,0,0,31,2
2,1,58,0,0,43,2
0,0,39,1,0,187,2
1,0,54,1,1,172,2
0,1,42,1,0,187,2
1,1,84,0,0,72,2
1,1,42,0,0,85,2
1,1,39,0,0,0,2
2,1,23,0,0,31,2
2,1,32,0,0,43,2
2,0,23,0,0,68,2
2,0,58,1,6,179,2
0,1,49,0,1,247,0
2,0,39,0,0,45,1
0,1,35,0,0,211,0
2,1,25,0,0,60,2
2,1,18,5,2,179,2
1,1,77,1,1,172,2
1,1,33,1,2,177,0
2,1,18,4,1,175,2
2,1,24,0,0,70,2
2,1,23,0,0,33,2
0,0,20,0,1,240,2
0,1,42,1,0,195,2
2,0,8,0,1,86,0
2,1,39,0,0,193,2
2,1,33,0,0,16,0
0,1,77,0,0,143,2
1,1,68,0,0,87,2
2,1,59,0,0,43,2
2,0,39,0,0,27,1
0,1,65,1,1,230,0
2,1,57,0,0,24,2
0,0,23,1,0,243,0
0,1,48,0,0,141,2
2,0,23,0,1,94,0
2,1,33,0,0,29,1
2,1,34,1,0,36,2
1,1,53,0,0,138,2
1,0,60,0,0,87,2
0,1,57,0,0,141,2
0,0,28,0,0,237,2
2,1,39,1,1,101,0
0,0,31,0,0,182,0
0,1,39,0,0,143,2
0,1,64,1,0,187,2
2,1,38,0,0,63,2
1,1,68,0,0,85,2
2,1,24,0,0,24,2
0,0,52,0,0,243,0
1,0,35,0,0,72,2
2,1,39,0,0,102,1
2,1,45,0,0,31,2
1,0,10,0,1,162,2
2,1,22,1,0,13,2
1,1,46,0,0,85,2
1,1,66,0,0,85,2
0,1,35,1,0,189,2
2,1,25,0,0,54,2
1,0,40,3,0,123,2
2,0,39,0,0,28,1
1,1,33,1,0,138,2
2,0,33,1,0,41,2
0,0,38,0,0,240,2
2,1,15,0,0,115,0
1,1,39,0,0,0,2
1,1,29,0,0,85,2
1,1,29,0,0,85,2
2,1,37,0,0,109,2
2,0,64,1,3,165,2
0,1,48,0,0,247,0
2,1,39,0,0,40,2
2,1,39,0,0,40,2
0,1,39,0,0,153,2
0,1,49,1,0,215,2
0,0,27,2,2,245,0
2,1,31,1,0,109,2
2,1,42,0,0,41,2
0,1,84,1,1,206,2
2,1,21,1,1,120,2
1,0,40,0,0,85,2
0,1,24,1,0,189,2
2,1,42,0,0,30,1
1,0,8,1,1,129,2
2,1,10,0,1,81,2
2,1,45,0,0,64,2
2,1,29,0,0,40,2
1,0,64,1,2,202,2
1,1,1,1,1,96,2
2,1,36,0,0,33,2
1,1,23,0,0,76,2
2,1,46,0,0,43,2
0,0,45,0,0,223,2
2,1,39,0,0,96,2
2,1,56,0,0,14,2
2,1,25,0,0,17,0
0,0,49,1,2,232,2
2,1,21,0,0,31,2
0,0,67,1,0,213,2
0,1,39,0,0,174,0
2,0,41,0,0,30,1
2,1,39,1,0,133,1
2,1,43,0,0,48,2
2,1,31,0,0,64,2
2,1,64,0,0,36,2
1,0,74,0,0,72,2
2,1,39,0,0,16,0
1,0,70,1,3,129,2
2,1,23,0,0,30,2
2,1,39,0,0,30,1
2,0,9,0,0,81,2
2,1,39,0,0,28,1
0,0,58,0,1,240,2
2,0,17,0,0,17,0
0,0,22,1,0,195,2
0,1,38,0,0,153,2
2,1,39,1,2,131,2
2,1,33,0,0,12,2
2,1,33,0,0,18,2
2,0,23,0,0,20,2
2,1,12,4,1,151,1
2,1,5,1,2,122,2
0,1,62,0,0,216,0
2,1,39,0,0,30,1
1,1,21,0,0,138,2
2,0,39,6,2,205,2
0,1,39,0,0,156,0
2,1,33,0,0,40,2
1,1,53,0,0,85,2
0,0,65,0,0,137,2
2,0,42,0,0,55,2
2,1,40,0,0,17,0
2,0,40,1,1,133,2
1,1,46,0,0,85,2
1,0,42,1,1,139,2
0,1,15,1,2,232,2
2,1,0,0,1,52,0
2,1,35,0,0,10,2
2,1,42,0,0,31,2
0,1,53,0,0,0,2
2,0,23,0,0,31,2
1,1,53,0,0,85,2
0,0,45,1,0,189,2
2,1,34,0,0,39,2
2,1,53,0,0,133,2
1,1,48,0,0,72,2
2,0,10,4,2,158,2
2,1,41,0,0,43,2
0,1,39,0,0,0,2
2,0,29,0,0,41,2
1,1,42,1,1,170,0
2,1,58,0,0,5,2
2,1,14,3,2,147,2
0,0,68,1,1,227,2
2,1,35,0,0,54,2
0,1,52,0,0,0,2
2,0,35,0,1,81,2
2,1,6,4,1,175,2
2,1,39,0,0,9,1
2,1,39,0,0,193,2
1,1,5,0,2,170,0
2,1,39,0,0,30,1
0,0,79,0,0,218,3
2,0,20,1,0,94,0
1,1,3,1,1,114,2
2,1,39,0,0,17,0
2,1,29,0,0,36,2
2,1,23,0,0,47,2
0,0,53,1,1,221,0
2,1,27,0,0,54,2
2,1,39,0,0,43,2
2,1,43,0,0,193,2
0,1,39,0,0,152,0
2,1,25,0,0,41,2
1,1,21,0,0,72,2
0,0,40,0,0,157,0
2,1,47,0,0,4,0
2,1,22,0,0,54,2
2,1,57,0,0,22,2
2,1,39,6,2,205,2
2,1,48,0,0,40,0
1,1,36,0,1,162,2
0,0,39,1,0,224,0
2,1,8,4,2,158,2
2,1,87,0,0,31,2
2,0,13,1,1,101,0
0,0,21,0,1,173,2
1,0,59,1,0,138,2
2,0,23,0,1,61,2
0,0,60,1,1,239,2
0,1,67,0,0,143,2
2,0,31,0,3,116,0
2,1,39,0,0,17,0
2,1,56,2,0,92,2
1,1,27,1,0,76,2
0,0,64,0,0,137,2
2,0,39,6,2,205,2
1,1,31,0,0,85,2
1,0,57,0,0,85,2
1,0,35,1,0,89,0
0,1,42,0,0,184,2
2,1,39,0,0,64,2
2,1,8,1,1,74,2
2,1,34,0,0,40,2
0,0,63,1,1,188,2
0,1,45,0,0,2,2
2,1,63,0,0,58,2
1,0,36,1,0,132,0
2,0,20,0,0,16,0
2,1,25,0,0,69,2
2,1,24,0,0,40,2
2,1,39,0,0,40,2
0,0,73,0,1,221,0
1,0,33,0,1,138,2
2,1,45,0,0,40,2
2,0,28,0,0,73,2
1,1,36,0,0,72,2
2,1,33,0,0,12,2
2,0,53,0,5,151,1
1,1,35,0,0,85,2
0,0,24,0,0,153,2
2,0,39,1,2,131,2
0,1,34,0,0,153,0
2,1,43,0,0,30,1
